Customer ID,Recency,Frequency,Monetary,Tenure,Target_6M_Spend
12481.0,12,12,9865.62,415,2495.77
12482.0,384,29,23691.4,461,0.0
12483.0,13,15,3630.26,485,1490.32
12484.0,144,7,2967.1,489,3403.05
12485.0,337,1,708.1,337,0.0
12486.0,239,1,1037.28,239,0.0
12487.0,538,1,285.3,538,0.0
12489.0,144,1,334.93,144,0.0
12490.0,22,13,5601.43,546,3759.91
12492.0,211,1,452.0,211,263.21000000000004
12493.0,5,1,232.5,5,201.24
12494.0,4,6,1342.41,384,530.46
12495.0,448,1,357.4,448,0.0
12496.0,428,2,54.09,428,0.0
12497.0,208,2,5205.400000000001,452,1043.1
12499.0,368,1,393.71999999999997,368,0.0
12500.0,74,12,2907.59,481,3047.62
12501.0,144,1,2169.39,144,0.0
12502.0,25,3,1842.65,117,1881.22
12503.0,392,1,1126.0,392,0.0
12504.0,225,2,297.0,404,482.04999999999995
12505.0,216,1,955.2,216,0.0
12506.0,40,1,73.5,40,0.0
12507.0,106,2,985.41,392,858.65
12509.0,92,1,176.5,92,0.0
12510.0,133,8,4876.5,543,301.52
12511.0,236,1,3084.02,236,0.0
12514.0,75,2,1597.76,449,0.0
12515.0,161,1,383.7,161,0.0
12516.0,238,2,1336.56,407,1312.06
12519.0,284,1,385.7,284,340.84000000000003
12520.0,12,3,1697.56,81,936.7
12523.0,60,16,3082.57,540,1289.58
12524.0,12,14,9473.77,477,1652.3400000000001
12525.0,306,3,973.73,455,0.0
12527.0,102,4,671.72,337,63.79
12528.0,84,2,771.66,120,1161.82
12529.0,336,1,316.48,336,0.0
12530.0,41,7,2901.98,450,857.28
12531.0,494,1,1807.98,494,125.22
12533.0,435,2,1367.89,546,0.0
12537.0,216,1,732.94,216,0.0
12538.0,186,1,276.5,186,363.95
12539.0,70,6,10164.09,524,1050.66
12540.0,0,22,14998.78,540,7255.71
12541.0,88,1,312.4,88,668.78
12542.0,292,2,481.88,448,0.0
12543.0,256,1,980.25,256,0.0
12545.0,67,1,628.15,67,372.24
12547.0,5,3,383.58,308,0.0
12549.0,383,6,1575.68,505,0.0
12551.0,165,1,168.0,165,0.0
12553.0,12,7,2651.09,231,1680.64
12554.0,256,1,468.5,256,0.0
12555.0,490,1,129.23,490,0.0
12557.0,64,6,11579.800000000001,530,7136.34
12559.0,118,2,561.71,127,0.0
12561.0,110,1,238.85,110,0.0
12562.0,6,3,1630.14,243,2682.41
12563.0,216,1,249.24,216,0.0
12564.0,69,1,456.9,69,0.0
12565.0,96,1,145.92,96,0.0
12567.0,9,9,8192.9,474,5516.96
12568.0,452,1,70.0,452,0.0
12569.0,26,5,1164.32,60,2265.35
12570.0,490,1,77.52,490,0.0
12573.0,35,5,717.41,273,0.0
12574.0,123,1,218.45000000000002,123,0.0
12575.0,265,2,622.82,334,0.0
12576.0,26,5,1248.54,334,894.18
12577.0,167,6,1191.84,544,461.91
12578.0,138,3,3456.6,251,1185.85
12580.0,54,2,1052.9,384,0.0
12582.0,46,4,1980.4,385,0.0
12583.0,8,17,10208.449999999999,541,3544.22
12584.0,88,1,463.63,88,1674.07
12585.0,42,2,2040.1,159,0.0
12586.0,182,3,1865.73,531,196.94000000000003
12588.0,207,3,743.88,405,214.89999999999998
12589.0,229,6,4048.98,497,646.68
12590.0,19,2,9864.26,19,0.0
12591.0,125,3,1352.15,216,0.0
12592.0,21,4,2376.86,327,205.8
12593.0,26,1,236.0,26,182.1
12594.0,0,11,3516.88,454,1573.23
12595.0,312,1,299.02,312,0.0
12596.0,50,1,269.95,50,348.32
12597.0,76,1,516.15,76,3295.07
12598.0,28,6,2796.75,456,1737.34
12599.0,16,9,1728.0,385,568.72
12600.0,12,17,3760.84,540,1283.08
12601.0,12,5,613.16,212,68.1
12604.0,69,1,178.5,69,75.67999999999999
12605.0,184,4,1232.95,266,0.0
12606.0,490,1,21.0,490,0.0
12608.0,212,1,415.79,212,0.0
12609.0,126,7,2596.94,527,838.9200000000001
12613.0,5,9,4953.21,533,1881.86
12614.0,85,1,315.6,85,0.0
12615.0,221,4,3449.79,439,1868.34
12616.0,105,2,673.4,196,457.7
12619.0,42,3,771.8,368,3009.58
12620.0,12,1,561.66,12,777.75
12621.0,8,25,18441.96,476,5145.65
12622.0,40,1,180.1,40,0.0
12623.0,84,7,3747.84,504,0.0
12625.0,19,4,5164.88,404,0.0
12626.0,124,2,1274.1,134,5346.38
12629.0,193,2,1558.22,231,0.0
12631.0,264,5,2841.07,501,640.5
12632.0,328,2,804.88,372,0.0
12633.0,4,5,5243.73,333,434.43
12634.0,343,2,490.0,356,0.0
12635.0,200,2,1241.23,264,1689.18
12636.0,546,1,141.0,546,0.0
12637.0,47,8,4710.16,351,3630.15
12638.0,447,1,249.8,447,671.69
12639.0,46,3,1312.3700000000001,435,0.0
12643.0,28,9,6417.7,419,1932.72
12644.0,238,3,1440.58,502,477.90999999999997
12645.0,27,6,2563.02,476,976.28
12647.0,7,31,16503.84,503,1420.51
12648.0,245,3,793.95,509,318.05
12649.0,20,6,2046.1399999999999,504,248.51000000000002
12651.0,142,4,377.75,273,0.0
12652.0,139,2,1017.03,242,0.0
12653.0,104,2,2730.08,334,1430.75
12654.0,5,3,337.75,103,264.23
12655.0,231,1,261.35,231,0.0
12656.0,11,5,4016.2599999999998,370,2391.57
12661.0,244,1,162.0,244,0.0
12662.0,47,13,4482.64,425,2280.43
12663.0,432,2,239.4,476,0.0
12664.0,40,4,2491.74,534,2688.3
12665.0,132,3,313.6,477,0.0
12666.0,202,1,1248.42,202,0.0
12668.0,67,9,10562.0,485,882.6800000000001
12669.0,56,2,2272.6,64,471.43
12670.0,7,4,1790.63,474,1969.66
12671.0,414,1,2622.481,414,0.0
12672.0,137,2,437.05,403,0.0
12673.0,134,2,840.4,209,0.0
12674.0,15,1,586.74,15,1383.8600000000001
12675.0,361,2,958.5,386,0.0
12676.0,68,7,2219.1,291,623.99
12677.0,363,2,395.1,474,0.0
12678.0,57,14,20604.56,509,13676.619999999999
12679.0,13,2,906.38,91,206.64000000000001
12681.0,6,35,25125.67,534,5742.61
12682.0,0,32,17022.98,546,6374.3
12683.0,19,15,8637.78,534,3261.52
12684.0,5,3,917.1,21,1187.1299999999999
12686.0,179,1,178.28,179,0.0
12687.0,288,2,2138.91,288,0.0
12690.0,13,1,389.01,13,0.0
12691.0,126,4,540.8,228,629.5999999999999
12692.0,445,1,110.95,445,0.0
12693.0,19,6,1477.88,330,225.14
12694.0,229,1,973.68,229,869.67
12695.0,18,4,914.27,473,407.75
12696.0,242,2,851.91,316,0.0
12698.0,398,1,339.75,398,0.0
12699.0,225,1,638.11,225,0.0
12700.0,23,1,1092.43,23,2532.81
12701.0,50,5,1985.78,441,460.63
12703.0,441,3,722.98,492,283.55
12705.0,9,8,8057.91,341,3704.19
12707.0,99,1,603.42,99,0.0
12708.0,8,13,3939.36,529,1374.74
12709.0,25,26,25284.69,538,5808.65
12710.0,9,1,718.96,9,430.06
12711.0,419,2,1339.05,484,0.0
12712.0,8,16,5065.01,538,2128.65
12714.0,14,9,11146.77,543,2946.94
12717.0,53,2,887.6700000000001,398,421.24
12720.0,0,15,4820.71,314,3057.49
12721.0,54,5,2464.77,279,1548.31
12724.0,140,4,1441.01,343,668.27
12725.0,179,4,2694.56,392,0.0
12726.0,22,8,2516.7799999999997,432,1497.82
12727.0,89,7,3706.15,462,1973.3799999999999
12728.0,65,4,851.15,191,219.02
12730.0,329,1,829.25,329,0.0
12731.0,20,11,15109.89,455,10665.82
12733.0,42,4,2424.87,497,0.0
12734.0,160,3,639.65,200,0.0
12735.0,123,2,779.5699999999999,145,0.0
12736.0,140,1,234.0,140,0.0
12737.0,306,2,3710.5,306,0.0
12738.0,180,1,310.7,180,0.0
12739.0,193,2,1713.69,202,1013.04
12741.0,337,2,406.07,341,0.0
12742.0,433,1,1201.52,433,0.0
12744.0,56,8,14300.42,399,11016.64
12745.0,294,3,925.41,490,0.0
12746.0,348,1,254.55,348,0.0
12747.0,6,21,7171.93,540,1666.1100000000001
12748.0,0,213,32430.44,543,23098.68
12749.0,21,5,3665.58,329,2468.72
12751.0,252,1,268.27,252,0.0
12753.0,56,4,12940.51,170,8488.88
12754.0,43,3,3010.74,116,0.0
12755.0,88,11,9030.66,501,0.0
12757.0,8,5,4202.2300000000005,19,3654.87
12758.0,84,6,8681.84,546,1221.4
12759.0,83,6,3934.1,543,1086.64
12760.0,263,1,347.8,263,0.0
12761.0,265,2,782.95,272,0.0
12763.0,177,1,640.16,177,174.0
12764.0,124,1,1693.88,124,0.0
12765.0,280,6,1404.58,449,0.0
12766.0,48,6,7094.360000000001,215,2255.4900000000002
12767.0,183,1,949.82,183,0.0
12768.0,258,1,168.69,258,0.0
12769.0,46,1,1143.6,46,0.0
12770.0,18,2,3246.45,264,0.0
12771.0,293,1,282.3,293,0.0
12773.0,372,1,124.25,372,0.0
12774.0,343,1,98.7,343,0.0
12775.0,11,5,1044.96,217,641.16
12776.0,475,1,55.5,475,0.0
12777.0,265,1,519.45,265,0.0
12778.0,67,6,1361.51,410,414.17
12779.0,6,12,5715.32,544,1006.95
12780.0,406,1,337.4,406,0.0
12781.0,92,1,549.26,92,277.48
12782.0,61,9,3850.27,327,515.72
12784.0,337,1,1230.33,337,574.42
12785.0,172,3,1100.4,539,0.0
12786.0,417,1,728.5,417,0.0
12787.0,0,2,556.62,221,305.56
12788.0,271,4,444.90000000000003,336,0.0
12789.0,320,2,181.5,501,91.85
12790.0,0,2,591.85,218,0.0
12791.0,181,6,1056.1100000000001,432,0.0
12792.0,64,2,827.01,342,0.0
12793.0,142,3,1017.33,209,0.0
12796.0,436,1,381.0,436,0.0
12797.0,173,2,806.11,232,0.0
12798.0,229,1,1533.89,229,6977.04
12799.0,337,1,219.35,337,0.0
12800.0,278,3,584.25,484,0.0
12801.0,308,1,1071.82,308,0.0
12802.0,250,6,1988.84,371,427.58
12803.0,201,1,1092.81,201,0.0
12804.0,273,2,327.02,308,0.0
12805.0,189,4,1434.95,482,0.0
12806.0,243,4,2878.96,396,0.0
12807.0,191,1,330.34999999999997,191,0.0
12808.0,176,3,551.85,270,354.25
12809.0,373,2,1266.63,455,489.31
12810.0,342,2,534.99,484,0.0
12811.0,68,5,1033.9,235,0.0
12813.0,309,3,1687.8,501,0.0
12815.0,6,1,615.36,6,448.1
12817.0,89,3,690.98,242,0.0
12818.0,69,1,1542.08,69,0.0
12819.0,266,1,540.52,266,0.0
12820.0,134,8,1917.64,542,561.53
12821.0,22,2,220.8,419,0.0
12823.0,62,16,5736.5,487,765.0
12825.0,329,2,518.63,449,0.0
12826.0,124,8,2178.13,529,635.02
12829.0,144,3,385.3,358,0.0
12831.0,70,3,451.11,271,0.0
12834.0,90,1,312.38,90,0.0
12835.0,235,41,6043.31,544,0.0
12836.0,27,13,5634.16,546,951.46
12837.0,377,1,554.31,377,134.1
12838.0,181,9,3106.14,400,292.34000000000003
12839.0,6,16,5876.2,540,3443.14
12840.0,22,5,2893.17,482,1148.8
12841.0,30,27,5479.59,327,1910.08
12842.0,116,3,1109.73,545,808.26
12843.0,21,25,5513.21,534,1075.2
12844.0,250,2,322.64,401,325.96000000000004
12845.0,75,4,354.09000000000003,98,0.0
12846.0,490,1,15.58,490,0.0
12847.0,195,1,765.36,195,871.54
12848.0,483,1,208.0,483,0.0
12849.0,76,5,2744.17,399,346.39
12850.0,253,1,330.0,253,0.0
12851.0,285,1,148.95,285,135.18
12852.0,102,1,311.55,102,0.0
12853.0,47,8,2835.4,480,1072.1
12854.0,49,6,2479.89,536,514.13
12855.0,180,4,650.94,210,0.0
12857.0,18,6,3688.0,491,0.0
12858.0,191,1,177.92,191,0.0
12859.0,266,1,575.1,266,0.0
12860.0,501,1,55.47,501,0.0
12861.0,427,1,68.25,427,0.0
12862.0,233,2,1008.3199999999999,303,0.0
12863.0,187,5,2271.35,397,521.2
12864.0,316,1,152.45,316,147.12
12865.0,186,2,1755.24,284,1568.23
12866.0,91,3,1227.35,310,0.0
12867.0,22,10,5615.01,531,2298.28
12868.0,26,7,1999.0,200,248.06
12869.0,489,1,337.66999999999996,489,0.0
12870.0,183,3,1676.95,432,0.0
12871.0,15,2,495.38,247,248.64
12872.0,134,12,3685.4900000000002,544,0.0
12873.0,90,3,2027.3,489,0.0
12874.0,193,2,948.42,362,0.0
12875.0,170,4,1307.5200000000002,505,49.470000000000006
12876.0,4,3,2590.2,398,1491.5900000000001
12877.0,8,15,2101.44,498,754.07
12878.0,44,2,854.99,74,0.0
12880.0,189,2,640.13,382,0.0
12881.0,83,1,298.0,83,0.0
12886.0,27,1,775.0,27,603.4
12887.0,191,1,222.4,191,0.0
12888.0,22,2,354.12,63,0.0
12889.0,189,4,385.46000000000004,310,0.0
12890.0,195,1,336.8,195,380.46999999999997
12891.0,28,10,755.5,467,85.0
12892.0,204,1,263.38,204,0.0
12894.0,383,1,157.35,383,0.0
12897.0,12,4,514.25,351,0.0
12898.0,271,2,310.96,467,0.0
12899.0,221,1,366.4,221,0.0
12900.0,230,1,340.33000000000004,230,0.0
12901.0,8,11,7785.56,78,9088.98
12902.0,72,1,138.68,72,0.0
12903.0,236,1,833.5300000000001,236,0.0
12905.0,384,2,1018.42,490,0.0
12907.0,203,2,508.91,302,0.0
12908.0,120,4,1344.0,438,432.0
12909.0,9,6,2452.89,461,650.3
12910.0,5,8,3863.98,429,1932.54
12911.0,359,1,1680.47,359,0.0
12913.0,90,11,5083.62,546,1082.14
12914.0,208,1,223.98,208,0.0
12915.0,180,3,1010.75,397,164.0
12916.0,9,6,3960.65,492,693.37
12917.0,208,5,3765.2,538,594.0
12918.0,434,1,10953.5,434,0.0
12920.0,379,3,323.86,533,164.23
12921.0,20,50,24848.39,546,11072.65
12923.0,198,2,612.9,383,176.97
12924.0,6,11,2190.97,538,278.43
12925.0,400,1,35.28,400,368.31
12926.0,219,4,1548.46,533,0.0
12927.0,202,1,197.31,202,0.0
12928.0,49,9,3022.23,357,1282.66
12929.0,119,1,117.85,119,0.0
12931.0,11,49,54212.08,546,38135.26
12932.0,347,8,1698.56,475,0.0
12933.0,91,6,1190.25,537,496.78
12934.0,544,1,181.65,544,0.0
12935.0,11,10,2949.39,415,950.6899999999999
12937.0,5,7,2021.57,544,1076.04
12939.0,81,15,20911.32,504,4353.48
12941.0,532,1,377.49,532,0.0
12942.0,5,2,655.27,173,287.38
12943.0,366,2,496.5,413,0.0
12944.0,162,1,286.95,162,317.56
12945.0,96,2,900.11,464,0.0
12946.0,244,1,324.45,244,0.0
12947.0,42,3,1339.31,181,568.72
12948.0,22,5,1138.74,545,1178.69
12949.0,14,17,13610.18,544,1916.52
12951.0,12,13,2774.53,506,126.9
12953.0,330,1,498.96,330,329.85
12954.0,446,1,162.45,446,0.0
12955.0,11,3,697.42,75,3252.52
12956.0,114,4,521.89,532,0.0
12957.0,12,8,5818.2,536,2888.77
12958.0,208,2,539.49,391,0.0
12959.0,292,1,150.95,292,0.0
12960.0,221,4,1322.0700000000002,469,0.0
12961.0,187,1,211.99,187,0.0
12963.0,173,5,2110.76,327,1226.18
12964.0,245,1,132.24,245,0.0
12967.0,166,3,4306.92,191,0.0
12969.0,410,1,122.45,410,0.0
12970.0,130,8,1096.53,543,0.0
12971.0,4,69,9421.1,532,6389.79
12972.0,221,4,1161.2,469,0.0
12973.0,221,1,385.55,221,0.0
12974.0,5,2,408.95,373,0.0
12975.0,244,6,2100.09,541,0.0
12976.0,19,8,3156.38,473,0.0
12977.0,309,3,478.39,319,39.239999999999995
12978.0,193,5,2502.82,537,0.0
12979.0,537,1,517.7,537,0.0
12980.0,18,18,13437.24,545,2808.54
12982.0,50,8,2744.81,414,0.0
12983.0,406,1,490.08,406,0.0
12986.0,236,10,2729.84,495,0.0
12987.0,5,4,1057.81,496,254.39999999999998
12988.0,100,1,535.32,100,0.0
12989.0,8,25,9955.58,537,3467.04
12990.0,118,5,643.5,427,312.0
12991.0,197,1,261.06,197,503.76
12992.0,533,1,93.35,533,0.0
12993.0,15,6,1020.17,467,239.46
12994.0,76,1,352.6,76,292.87
12996.0,183,1,355.5,183,0.0
12997.0,44,6,1492.49,420,618.42
12998.0,300,3,920.08,461,0.0
12999.0,4,3,455.88,53,0.0
13000.0,67,3,956.1800000000001,533,76.32000000000001
13001.0,25,29,21697.13,544,1883.96
13002.0,126,3,414.13,242,0.0
13003.0,22,1,59.050000000000004,22,90.0
13004.0,22,25,8442.96,532,3207.89
13005.0,54,3,807.63,265,192.05
13007.0,387,1,175.25,387,0.0
13008.0,131,3,612.13,531,0.0
13009.0,480,1,234.0,480,0.0
13010.0,182,2,330.12,456,0.0
13011.0,180,1,101.10000000000001,180,0.0
13012.0,21,6,2018.38,400,954.45
13013.0,20,20,10187.12,533,2143.55
13014.0,28,4,3242.83,240,2138.25
13015.0,5,10,5003.18,411,1583.24
13018.0,4,18,6159.42,456,3603.74
13019.0,187,6,1229.95,541,0.0
13020.0,370,2,618.96,467,0.0
13021.0,23,11,3035.86,542,1545.95
13022.0,237,1,65.3,237,0.0
13023.0,336,1,759.13,336,689.9
13024.0,278,2,555.87,390,0.0
13025.0,539,1,323.39,539,0.0
13026.0,28,6,1001.44,534,531.12
13027.0,41,16,14263.2,496,3072.0
13029.0,161,3,1062.3,331,865.0
13030.0,176,1,855.48,176,371.74
13031.0,215,5,3419.27,362,0.0
13032.0,200,7,1833.3700000000001,268,1010.1800000000001
13033.0,165,2,220.55,237,0.0
13034.0,177,2,445.77,209,476.90999999999997
13035.0,68,2,775.32,239,588.88
13036.0,492,1,307.1,492,0.0
13037.0,27,11,3611.2,544,303.75
13038.0,98,1,395.1,98,513.36
13039.0,392,4,1010.73,530,0.0
13041.0,258,4,799.13,397,0.0
13042.0,406,3,1556.54,540,0.0
13043.0,81,1,516.42,81,0.0
13044.0,99,11,4853.9,508,0.0
13045.0,209,2,503.64,294,305.28
13046.0,74,2,517.66,264,431.59
13047.0,27,20,7229.3,531,1565.8600000000001
13048.0,46,7,3188.2200000000003,489,895.99
13049.0,126,3,905.34,209,502.90000000000003
13050.0,12,27,9381.63,532,2962.9
13051.0,386,2,155.8,427,0.0
13052.0,20,7,3168.53,462,0.0
13053.0,429,1,127.65,429,0.0
13055.0,21,2,1451.56,237,869.55
13056.0,359,1,209.48,359,0.0
13057.0,338,3,722.09,439,0.0
13059.0,57,10,2303.17,426,0.0
13060.0,61,1,307.53000000000003,61,0.0
13063.0,288,1,188.4,288,0.0
13064.0,135,3,764.55,399,916.19
13065.0,181,5,1260.91,355,0.0
13067.0,217,2,393.05,254,115.46000000000001
13068.0,127,1,165.0,127,179.0
13069.0,6,27,7778.55,351,1624.34
13070.0,0,4,751.7,540,0.0
13071.0,420,1,129.22,420,0.0
13072.0,74,1,177.15,74,0.0
13073.0,219,2,418.08,245,0.0
13074.0,319,4,1378.74,531,0.0
13076.0,265,1,135.4,265,0.0
13077.0,98,10,2912.84,536,0.0
13078.0,8,41,21371.670000000002,546,7321.7
13079.0,225,1,199.08,225,190.10000000000002
13080.0,209,3,222.65,417,58.08
13081.0,25,24,45331.28,539,13873.87
13082.0,43,17,5682.3,525,1653.45
13083.0,233,1,91.67999999999999,233,192.39
13084.0,299,1,122.39999999999999,299,0.0
13085.0,103,7,2295.3,546,137.98
13086.0,190,1,439.33000000000004,190,0.0
13087.0,534,1,313.64,534,0.0
13088.0,225,1,236.11,225,0.0
13089.0,7,157,85851.97,545,26204.27
13090.0,46,17,8303.87,302,5443.84
13091.0,537,2,1976.0,537,345.82
13092.0,19,11,2102.2,475,38.08
13093.0,83,55,54943.65,543,0.0
13094.0,13,8,1446.24,197,986.88
13096.0,202,1,419.7000000000001,202,0.0
13097.0,41,23,10383.06,546,3006.16
13098.0,6,8,7203.61,125,19313.07
13101.0,42,4,695.4,489,0.0
13102.0,6,28,9041.99,390,2152.7999999999997
13103.0,245,2,465.70000000000005,385,243.94
13104.0,75,5,824.3399999999999,461,545.28
13105.0,244,1,72.0,244,0.0
13106.0,221,1,526.96,221,76.5
13107.0,141,6,4288.29,481,964.78
13108.0,180,2,1098.52,243,0.0
13109.0,359,1,347.49,359,786.54
13110.0,65,8,2201.29,546,756.1800000000001
13111.0,526,1,321.88000000000005,526,0.0
13112.0,349,1,20.599999999999998,349,0.0
13113.0,0,29,15235.93,429,3050.6
13114.0,538,1,234.38,538,0.0
13115.0,187,6,3199.92,407,2294.78
13117.0,25,16,2410.27,431,233.54
13118.0,16,7,2017.3,247,398.11
13119.0,476,1,134.9,476,0.0
13120.0,46,1,30.6,46,0.0
13121.0,77,1,283.73,77,0.0
13122.0,48,1,903.67,48,18.72
13123.0,280,2,506.75,337,0.0
13124.0,60,3,3490.24,193,1292.21
13125.0,331,1,158.57,331,0.0
13126.0,61,10,2976.03,455,652.78
13128.0,439,1,263.5,439,0.0
13129.0,260,2,233.25,337,0.0
13131.0,226,4,2240.4700000000003,476,1073.3
13132.0,69,1,77.3,69,0.0
13133.0,81,3,200.45,267,0.0
13134.0,42,4,1207.3500000000001,224,1267.88
13135.0,4,2,3371.45,299,0.0
13136.0,20,9,4241.41,539,2033.15
13137.0,60,10,4926.13,310,2786.57
13138.0,48,3,891.7,204,575.54
13139.0,23,3,4308.06,245,3894.92
13140.0,174,3,951.47,299,264.21
13141.0,22,16,6680.86,538,987.72
13143.0,392,1,405.1,392,0.0
13144.0,140,2,135.35,239,0.0
13145.0,180,4,1100.0,407,323.52
13148.0,40,20,6713.02,540,1908.79
13149.0,97,1,376.74,97,1299.32
13150.0,292,3,449.96999999999997,438,0.0
13151.0,103,3,2580.7400000000002,435,0.0
13152.0,225,7,2146.38,502,0.0
13154.0,207,3,1624.84,543,0.0
13155.0,134,4,1347.6200000000001,299,402.56
13156.0,193,3,1586.54,484,0.0
13157.0,49,7,4444.08,449,1243.28
13158.0,126,2,563.53,196,944.6500000000001
13161.0,121,2,478.88,308,0.0
13162.0,41,14,8888.89,543,386.6
13163.0,418,1,17.65,418,0.0
13164.0,377,2,372.2,475,0.0
13165.0,159,2,784.32,221,666.8399999999999
13166.0,91,2,884.18,222,0.0
13167.0,198,1,333.82,198,791.33
13168.0,7,4,1528.78,350,346.53000000000003
13169.0,60,2,632.4000000000001,370,207.68
13171.0,107,1,140.35,107,328.06
13172.0,208,1,69.6,208,0.0
13173.0,175,10,2451.64,537,0.0
13174.0,124,11,8786.08,543,708.76
13175.0,390,2,831.45,543,0.0
13177.0,238,1,229.75,238,282.45
13178.0,11,15,11052.92,531,3006.27
13179.0,426,1,572.3100000000001,426,0.0
13180.0,415,1,86.10000000000001,415,0.0
13181.0,189,1,359.69,189,0.0
13183.0,16,9,4605.4800000000005,443,2001.64
13184.0,35,4,746.31,98,954.98
13185.0,75,1,71.4,75,0.0
13187.0,145,4,367.01,432,0.0
13190.0,352,3,570.66,540,0.0
13191.0,466,1,164.69,466,0.0
13192.0,13,5,2110.96,494,447.62
13194.0,229,1,412.08,229,60.7
13195.0,222,1,172.38,222,0.0
13196.0,70,4,1783.19,425,1285.65
13197.0,417,1,373.01000000000005,417,0.0
13198.0,57,5,3660.7400000000002,242,1313.49
13199.0,5,45,10355.93,542,5435.139999999999
13201.0,310,4,1240.61,450,0.0
13202.0,202,7,1580.3,538,0.0
